Title,Artist,ArtistBio,Nationality,Continent,BeginDate,EndDate,Gender,DateProduced,Medium,DateAcquired,YearAcquired,AgeAtAcquisition,ObjectID,height,width,area,RevURL,ThumbnailURL
"One: Number 31, 1950",Jackson Pollock,American,American,North America,1912,1956,Male,1950,Oil and enamel paint on canvas,1968-01-10,1968,18,78386,269.5,530.8,143050.6,http://www.moma.org/collection/works/78386,http://www.moma.org/media/W1siZiIsIjIyMzgwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=682137bbc15f81a3
The Red Studio,Henri Matisse,French,French,Europe,1869,1954,Male,1911,Oil on canvas,1949-02-03,1949,38,78389,181,219.1,39657.1,http://www.moma.org/collection/works/78389,http://www.moma.org/media/W1siZiIsIjE1MTUyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b93bf9e3d1c1941f
"Family Portrait, II",Florine Stettheimer,American,American,North America,1871,1944,Female,1933,Oil on canvas,1956-10-09,1956,23,78392,117.4,164,19253.6,http://www.moma.org/collection/works/78392,http://www.moma.org/media/W1siZiIsIjIxMDAwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a97ffc5552cbfae
Target with Four Faces,Jasper Johns,American,American,North America,1930,0,Male,1955,Encaustic on newspaper and cloth over canvas surmounted by four tinted-plaster faces in wood box with hinged front,1958-02-19,1958,3,78393,66,66,4356,http://www.moma.org/collection/works/78393,http://www.moma.org/media/W1siZiIsIjgwMTQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f07b9400a11c9ecc
"Hudson River School Series, 32",James Jarvaise,American,American,North America,1925,0,Male,1957,Oil on composition board,1960-02-10,1960,3,78394,152.5,121.9,18589.75,http://www.moma.org/collection/works/78394,http://www.moma.org
The Yellow Star,Carl-Henning Pedersen,Danish,Danish,Europe,1913,1993,Male,1952,Oil and pencil on canvas,1961-01-10,1961,9,78395,124,102.8,12747.2,http://www.moma.org/collection/works/78395,http://www.moma.org
B-171,Tadasky (Tadasuke Kuwayama),American,Japanese,Asia,1935,0,Male,1964,Synthetic polymer paint on canvas,1965-01-12,1965,1,78396,38.4,38.4,1474.56,http://www.moma.org/collection/works/78396,http://www.moma.org/media/W1siZiIsIjIwNzk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c82cd1079e68e5c
Visa,Stuart Davis,American,American,North America,1892,1964,Male,1951,Oil on canvas,1953-01-30,1953,2,78397,101.6,132.1,13421.36,http://www.moma.org/collection/works/78397,http://www.moma.org/media/W1siZiIsIjMyMjc2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9cd79730cdf0e4bf
Florida Bark,Ida E. Fischer,American,American,North America,1883,1956,Female,1951,"Plaster and cement on composition board with bark, shells, corks, and other materials",1955-04-06,1955,4,78398,40.7,30.5,1241.35,http://www.moma.org/collection/works/78398,http://www.moma.org/media/W1siZiIsIjE2Njk5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=689c3a8b242e71c8
Aru 6,Willi Baumeister,German,German,Europe,1889,1955,Male,1955,Oil on composition board,1956-03-19,1956,1,78399,129.9,99.5,12925.05,http://www.moma.org/collection/works/78399,http://www.moma.org/media/W1siZiIsIjIwNzk5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=689f182a10ca118c
Green Target,Jasper Johns,American,American,North America,1930,0,Male,1955,Encaustic on newspaper and cloth over canvas,1958-02-19,1958,3,78401,152.4,152.4,23225.76,http://www.moma.org/collection/works/78401,http://www.moma.org/media/W1siZiIsIjE1MTUzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d64c0ac2e249e69
Laoco_n,Robert Goodnough,American,American,North America,1917,2010,Male,1958,Oil and charcoal on canvas,1959-03-02,1959,1,78402,168.4,137.5,23155,http://www.moma.org/collection/works/78402,http://www.moma.org/media/W1siZiIsIjIwNzk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=079a52726935f4b7
Running White,Ellsworth Kelly,American,American,North America,1923,2015,Male,1959,Oil on canvas,1960-02-10,1960,1,78403,223.6,172.2,38503.92,http://www.moma.org/collection/works/78403,http://www.moma.org/media/W1siZiIsIjE1MTUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=deaa6edb650d771b
Number 1,Max Schnitzler,American,American,North America,1903,1999,Male,1955,Oil on canvas,1961-01-10,1961,6,78404,167.3,126.8,21213.64,http://www.moma.org/collection/works/78404,http://www.moma.org
Trouble in Frisco,Fletcher Martin,American,American,North America,1904,1979,Male,1938,Oil on canvas,1939-01-06,1939,1,78406,76.2,91.4,6964.68,http://www.moma.org/collection/works/78406,http://www.moma.org/media/W1siZiIsIjE2NjgxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=57800c90f7d80659
Ouro Preto: St. John's Eve,Alberto da Veiga Guignard,Brazilian,Brazilian,South America,1895,1962,Male,1942,Oil on plywood,1943-02-18,1943,1,78407,80,60,4800,http://www.moma.org/collection/works/78407,http://www.moma.org/media/W1siZiIsIjE1ODExOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e0e5c916d5b65a1a
The Vision,Theora Hamblett,American,American,North America,1895,1977,Female,1954,Oil on composition board,1955-04-06,1955,1,78409,45.4,121.9,5534.26,http://www.moma.org/collection/works/78409,http://www.moma.org/media/W1siZiIsIjIwODAwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd77de7bd9b2ab67
The Park,Gustav Klimt,Austrian,Austrian,Europe,1862,1918,Male,1910,Oil on canvas,1957-02-27,1957,47,78411,110.4,110.4,12188.16,http://www.moma.org/collection/works/78411,http://www.moma.org/media/W1siZiIsIjM5MTE4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=421d61f1407f0820
White Numbers,Jasper Johns,American,American,North America,1930,0,Male,1957,Encaustic on canvas,1958-02-19,1958,1,78412,86.5,71.3,6167.45,http://www.moma.org/collection/works/78412,http://www.moma.org/media/W1siZiIsIjE1MDE5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4afb8dcb8e4aa586
Seamstress,Raphael Soyer,American,American,North America,1899,1987,Male,1960,Oil on canvas,1961-01-10,1961,1,78414,76.2,61.2,4663.44,http://www.moma.org/collection/works/78414,http://www.moma.org/media/W1siZiIsIjE3MDk2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=349c81e94cf470ff
South Truro Church,Morris Kantor,American,American,North America,1896,1974,Male,1934,Oil on canvas,1936-01-09,1936,2,78416,61.3,68.6,4205.18,http://www.moma.org/collection/works/78416,http://www.moma.org/media/W1siZiIsIjE2NTc1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e36f42746f9843e2
Still Life I,Joan Miro,Spanish,Spanish,Europe,1893,1983,Male,1923,Oil on canvas,1939-01-06,1939,16,78417,37.8,46,1738.8,http://www.moma.org/collection/works/78417,http://www.moma.org/media/W1siZiIsIjE1MDk5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4cb2dc6e036df33c
River Bathers,Grace Hartigan,American,American,North America,1922,2008,Female,1953,Oil on canvas,1954-04-06,1954,1,78419,176.2,225.5,39733.1,http://www.moma.org/collection/works/78419,http://www.moma.org/media/W1siZiIsIjIzNDUwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=46d4c1356562165b
Exit the Ballets Russes,Fernand Leger,French,French,Europe,1881,1955,Male,1914,Oil on canvas,1958-02-19,1958,44,78420,136.5,100.3,13690.95,http://www.moma.org/collection/works/78420,http://www.moma.org/media/W1siZiIsIjE0OTgzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=81dcf32a6b60451b
Still Life II,Joan Miro,Spanish,Spanish,Europe,1893,1983,Male,1923,Oil on canvas,1939-01-06,1939,16,78421,38.1,45.7,1741.17,http://www.moma.org/collection/works/78421,http://www.moma.org/media/W1siZiIsIjE1MTAxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8059221ff5ccb854
Three Children,Arbit Blatas,American,American,North America,1908,1999,Male,1938,Oil on canvas,1940-04-05,1940,2,78422,99.7,34.6,3449.62,http://www.moma.org/collection/works/78422,http://www.moma.org/media/W1siZiIsIjE3MTkyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b37bd39c11e216e9
Napoleon in the Wilderness,Max Ernst,German,French,Europe,1891,1976,Male,1941,Oil on canvas,1942-01-27,1942,1,78423,46.3,38.1,1764.03,http://www.moma.org/collection/works/78423,http://www.moma.org/media/W1siZiIsIjc5NjA2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e3c819037a77f9ba
The Farm,Rafael Moreno,Cuban,Cuban,North America,1887,1955,Male,1943,Oil on canvas,1944-03-14,1944,1,78424,99.1,198.4,19661.44,http://www.moma.org/collection/works/78424,http://www.moma.org
Tower and Tank,Herman Rose,American,American,North America,1909,2007,Male,1947,Oil on canvas,1949-02-03,1949,2,78425,38.1,33,1257.3,http://www.moma.org/collection/works/78425,http://www.moma.org/media/W1siZiIsIjE3MTkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=58a73de993402799
"Street, Dresden",Ernst Ludwig Kirchner,German,German,Europe,1880,1938,Male,1907,Oil on canvas,1951-01-30,1951,44,78426,150.5,200.4,30160.2,http://www.moma.org/collection/works/78426,http://www.moma.org/media/W1siZiIsIjE1MTAxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=51b96b2bcdf4d403
Pierrot,Pablo Picasso,Spanish,Spanish,Europe,1881,1973,Male,1918,Oil on canvas,1952-01-22,1952,34,78427,92.7,73,6767.1,http://www.moma.org/collection/works/78427,http://www.moma.org/media/W1siZiIsIjE1MTAxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=97535d33d1b7b7eb
Woman with a Daffodil,Lucian Freud,British,British,Europe,1922,2011,Male,1945,Oil on board on canvas,1953-01-30,1953,8,78428,23.8,14.3,340.34,http://www.moma.org/collection/works/78428,http://www.moma.org
Rest in Air,James McGarrell,American,American,North America,1930,0,Male,1958,Oil on composition board,1960-02-10,1960,2,78429,121.5,151.4,18395.1,http://www.moma.org/collection/works/78429,http://www.moma.org
Reclining Nude,Amedeo Modigliani,Italian,Italian,Europe,1884,1920,Male,1919,Oil on canvas,1950-01-06,1950,31,78432,72.4,116.5,8434.6,http://www.moma.org/collection/works/78432,http://www.moma.org/media/W1siZiIsIjE1MTAyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b24f037f6d5875f4
Night Fishing at Antibes,Pablo Picasso,Spanish,Spanish,Europe,1881,1973,Male,1939,Oil on canvas,1952-01-22,1952,13,78433,205.8,345.4,71083.32,http://www.moma.org/collection/works/78433,http://www.moma.org/media/W1siZiIsIjE1MTAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0fc87e8f7564b110
Vocal Fabric of the Singer Rosa Silber,Paul Klee,German,German,Europe,1879,1940,Male,1922,"Watercolor and ink on plastered fabric mounted on board, with watercolor and ink borders",1955-04-06,1955,33,78434,62.3,52.1,3245.83,http://www.moma.org/collection/works/78434,http://www.moma.org
Gray Relief on Black,Antoni Tspies,Spanish,Spanish,Europe,1923,2012,Male,1959,Latex paint with marble dust on canvas,1961-01-10,1961,2,78435,194.6,170,33082,http://www.moma.org/collection/works/78435,http://www.moma.org/media/W1siZiIsIjY5MzM1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=905230cb41ecdd01
Untitled,Blinky Palermo,Belgian,Belgian,Europe,1959,0,Male,1994,"Oil on canvas and synthetic polymer paint on sheet metal, three panels",1999-10-21,1999,5,78436,120.02,188.28,22597.3656,http://www.moma.org/collection/works/78436,http://www.moma.org/media/W1siZiIsIjc1NjIxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5deb9b9c9c37dfb5
Apples in the Hay,Walt Kuhn,American,American,North America,1877,1949,Male,1932,Oil on canvas,1936-01-15,1936,4,78438,76.2,101.6,7741.92,http://www.moma.org/collection/works/78438,http://www.moma.org/media/W1siZiIsIjIwODAxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eeeec6cd83f7566f
Composition in Oval with Color Planes 1,Piet Mondrian,Dutch,Dutch,Europe,1872,1944,Male,1914,Oil on canvas,1950-01-06,1950,36,78441,107.6,78.8,8478.88,http://www.moma.org/collection/works/78441,http://www.moma.org/media/W1siZiIsIjE1MTAzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aede58a67773b8e9
Port of Hamburg,Oskar Kokoschka,Austrian,Austrian,Europe,1886,1980,Male,1951,Oil on canvas,1956-03-19,1956,5,78442,90.8,120.5,10941.4,http://www.moma.org/collection/works/78442,http://www.moma.org/media/W1siZiIsIjIwODAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9376ee111c944a1b
Spook Tree,Armando Morales Sequeira,Nicaraguan,Nicaraguan,North America,1927,2011,Male,1956,Oil on canvas,1956-02-27,1956,0,78443,130,57.9,7527,http://www.moma.org/collection/works/78443,http://www.moma.org/media/W1siZiIsIjIzNzkyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69d5fdc90f263da1
Painterly Architectonic,Lyubov Popova,Russian,Russian,Europe,1889,1924,Female,1917,Oil on canvas,1958-02-19,1958,41,78444,80,98,7840,http://www.moma.org/collection/works/78444,http://www.moma.org/media/W1siZiIsIjI0MjMyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9743b8519c3da2eb
Threatened Game,Ger Lataster,Dutch,Dutch,Europe,1920,2012,Male,1956,Oil on composition board,1959-03-02,1959,3,78445,121.9,172.7,21052.13,http://www.moma.org/collection/works/78445,http://www.moma.org
Jake at the New Viet Huong,Elizabeth Peyton,American,American,North America,1965,0,Female,1995,Oil on masonite,2000-01-01,2000,5,78446,40.6,30.5,1238.3,http://www.moma.org/collection/works/78446,http://www.moma.org/media/W1siZiIsIjE1MTA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37184e75192e24df
The Artist's Mother,Alberto Giacometti,Swiss,Swiss,Europe,1901,1966,Male,1950,Oil on canvas,1953-01-30,1953,3,78448,89.9,61,5483.9,http://www.moma.org/collection/works/78448,http://www.moma.org/media/W1siZiIsIjE1MTA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=42b42a6d9c2400ba
"Personage, with Yellow Ochre and White",Robert Motherwell,American,American,North America,1915,1991,Male,1947,Oil on canvas,1957-02-27,1957,10,78450,182.8,137,25043.6,http://www.moma.org/collection/works/78450,http://www.moma.org/media/W1siZiIsIjE1MTA0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=132446bb09f459a9
Ondho,Victor Vasarely,French,French,Europe,1908,1997,Male,1960,Oil on canvas,1961-01-10,1961,1,78452,220,180.4,39688,http://www.moma.org/collection/works/78452,http://www.moma.org/media/W1siZiIsIjI0MTQxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c5052fb790ae6f30
Pines and Rocks Fontainebleau?,Paul Cezanne,French,French,Europe,1839,1906,Male,1897,Oil on canvas,1934-09-23,1934,37,78454,81.3,65.4,5317.02,http://www.moma.org/collection/works/78454,http://www.moma.org/media/W1siZiIsIjE1MTA3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=82d02ec42fd44dff
Christina's World,Andrew Wyeth,American,American,North America,1917,2009,Male,1948,Tempera on panel,1949-02-03,1949,1,78455,81.9,121.3,9934.47,http://www.moma.org/collection/works/78455,http://www.moma.org/media/W1siZiIsIjE2NTQ1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=345f0fd676bdce15
"The Empire of Light, II",Rene Magritte,Belgian,Belgian,Europe,1898,1967,Male,1950,Oil on canvas,1951-01-30,1951,1,78456,78.8,99.1,7809.08,http://www.moma.org/collection/works/78456,http://www.moma.org/media/W1siZiIsIjE1MTA3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=87cef27055a802a9
The Spherical Roof Around our Tribe Revolvers,Roberto Matta,Chilean,Chilean,South America,1911,2002,Male,1952,Tempera on canvas,1954-04-06,1954,2,78458,199.7,294.5,58811.65,http://www.moma.org/collection/works/78458,http://www.moma.org/media/W1siZiIsIjY5MjQyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fda937b359f58afa
Lady in a Park,August Macke,German,German,Europe,1887,1914,Male,2017,Oil on canvas,1956-03-19,1956,-61,78459,97.8,58.9,5760.42,http://www.moma.org/collection/works/78459,http://www.moma.org/media/W1siZiIsIjIxMjUxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2e3afb79a666d0f
"Faust, I",Jan M�ller,American,American,North America,1922,1958,Male,1956,Oil on canvas,1957-02-27,1957,1,78460,173,304.7,52713.1,http://www.moma.org/collection/works/78460,http://www.moma.org/media/W1siZiIsIjIzNzc1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f68fd989a52e359a
Workers and Paintings,Honore Sharrer,American,American,North America,1920,2009,Female,1943,Oil on composition board,1944-03-14,1944,1,78465,29.5,94,2773,http://www.moma.org/collection/works/78465,http://www.moma.org/media/W1siZiIsIjM4Njc5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5dc804ea77821404
Dragon Fruit,Roberto Ossaye,Guatemalan,Guatemalan,North America,1927,1954,Male,1953,Oil on canvas,1957-02-27,1957,4,78466,32.7,47.5,1553.25,http://www.moma.org/collection/works/78466,http://www.moma.org/media/W1siZiIsIjIwODAxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=39efbf84a5b00f00
Constanza,George McNeil,American,American,North America,1908,1995,Male,1958,Oil on composition board,1959-03-02,1959,1,78467,121.6,121.6,14786.56,http://www.moma.org/collection/works/78467,http://www.moma.org/media/W1siZiIsIjc1MTUzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0199b8e8fe9b7033
"Still Life with Ginger Jar, Sugar Bowl, and Oranges",Paul Cezanne,French,French,Europe,1839,1906,Male,1906,Oil on canvas,1934-09-23,1934,28,78469,60.6,73.3,4441.98,http://www.moma.org/collection/works/78469,http://www.moma.org/media/W1siZiIsIjE5ODU3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=299e334554ad364e
The Geranium,Max Weber,American,American,North America,1881,1961,Male,1911,Oil on canvas,1944-03-14,1944,33,78470,101.3,81.9,8296.47,http://www.moma.org/collection/works/78470,http://www.moma.org
Still Life -- Glove and Newspaper,Joan Miro,Spanish,Spanish,Europe,1893,1983,Male,1921,Oil on canvas,1955-04-06,1955,34,78471,116.8,89.5,10453.6,http://www.moma.org/collection/works/78471,http://www.moma.org/media/W1siZiIsIjE1MTA4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5a4fcdea61c75ae
Z II,Laszlo Moholy-Nagy,American,American,North America,1895,1946,Male,1925,Oil on canvas,1956-03-19,1956,31,78472,95.4,75.1,7164.54,http://www.moma.org/collection/works/78472,http://www.moma.org/media/W1siZiIsIjE1MTA4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1820765a684c7ec
Mother and Child,Abraham Rattner,American,American,North America,1893,1978,Male,1938,Oil on canvas,1940-04-05,1940,2,78474,73,100,7300,http://www.moma.org/collection/works/78474,http://www.moma.org/media/W1siZiIsIjIwODAyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=076a3f65afde700d
Fugue,John Tunnard,British,British,Europe,1900,1971,Male,1938,Oil and tempera on gessoed composition board,1943-02-18,1943,5,78475,61,86.7,5288.7,http://www.moma.org/collection/works/78475,http://www.moma.org/media/W1siZiIsIjE3MzIzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb3fba47ab6b3b74
The Two Musicians,Max Weber,American,American,North America,1881,1961,Male,1917,Oil on canvas,1944-03-14,1944,27,78476,101.9,76.5,7795.35,http://www.moma.org/collection/works/78476,http://www.moma.org/media/W1siZiIsIjE3NDgyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=91b8d7cdfee72244
Cwn Tryfan Rock,John Piper,British,British,Europe,1903,1992,Male,1950,Oil on canvas,1951-01-30,1951,1,78477,63.8,76.2,4861.56,http://www.moma.org/collection/works/78477,http://www.moma.org/media/W1siZiIsIjE3NDgyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c88d2f37407df9ec
Two Russians,Emil Nolde,German,German,Europe,1867,1956,Male,1915,Oil on canvas,1954-04-06,1954,39,78478,73.4,90,6606,http://www.moma.org/collection/works/78478,http://www.moma.org/media/W1siZiIsIjE1OTExMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=48974a4e86584fb7
Landscape with Yellow Nudes,Otto Mueller,German,German,Europe,1874,1930,Male,1919,Oil on burlap,1955-04-06,1955,36,78479,70.2,90.8,6374.16,http://www.moma.org/collection/works/78479,http://www.moma.org/media/W1siZiIsIjE2ODYxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f7b4844245e85138
A Good Circular God,Jeanne Reynal,American,American,North America,1903,1983,Female,1950,Mixed media,1951-01-30,1951,1,78482,94,61.9,5818.6,http://www.moma.org/collection/works/78482,http://www.moma.org/media/W1siZiIsIjE3NDgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4fee336a9f3184c
Color Form Sychromy Eidos,Morgan Russell,American,American,North America,1886,1953,Male,1923,Oil on canvas,1951-01-30,1951,28,78484,36.8,27,993.6,http://www.moma.org/collection/works/78484,http://www.moma.org/media/W1siZiIsIjE2OTg2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee003d235bbb9280
"No. 16 Red, Brown, and Black",Mark Rothko,American,American,North America,1903,1970,Male,1958,Oil on canvas,1959-03-02,1959,1,78485,270.8,297.8,80644.24,http://www.moma.org/collection/works/78485,http://www.moma.org/media/W1siZiIsIjE1MTExMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b4095c0187425166
Still Life with Apples,Paul Cezanne,French,French,Europe,1839,1906,Male,1898,Oil on canvas,1934-09-23,1934,36,78486,68.6,92.7,6359.22,http://www.moma.org/collection/works/78486,http://www.moma.org/media/W1siZiIsIjE5ODYwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=73002cf4190b4389
Nursery,Stanley Spencer,British,British,Europe,1891,1959,Male,1936,Oil on canvas,1940-04-05,1940,4,78487,76.5,91.8,7022.7,http://www.moma.org/collection/works/78487,http://www.moma.org/media/W1siZiIsIjE1MTEyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4f793010d0686ff1
Dalmatian Scene,Antonio Zoran Music,Italian,Italian,Europe,1909,2005,Male,1951,Oil on canvas,1953-01-30,1953,2,78488,54.3,73,3963.9,http://www.moma.org/collection/works/78488,http://www.moma.org/media/W1siZiIsIjIwODAzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=26274bf01adcea55
